虚拟板坯号,第一合同订货厚度,组合板宽度,组合板长度,尾部试材长度,头部试材长度,轧制目标长度,切头尾量,固定板坯长度标记,毛边切边标记,清前坯厚,清前坯宽,清前坯长,基准收得率,命令收得率,轧制收得率,头部切舍量,尾部切舍量,组板方式,加热炉类型,自动人工标记,大板内成品小板总块数,清理前板坯最大长度,清理前板坯最小长度,清理前板坯重量,清理前板坯最大重量,清理前板坯最小重量,进加热炉板坯厚度,进加热炉板坯宽度,进加热炉板坯长度,进加热炉板坯最大长度,进加热炉板坯最小长度,进加热炉板坯重量,进加热炉板坯最大重量,进加热炉板坯最小重量,必要板坯长度,必要板坯重量,固定板坯长度,结晶器厚度,结晶器宽度,板坯清理重量减少率_静态表,板坯清理重量减少率_画面,轧制目标厚度,轧制目标宽度,厚板轧制重量,轧制厚度公差上限,轧制厚度公差下限,轧制方向代码,切缝量,中部试材长度
,roll_thick,roll_width,corect_length,tcrop,hcrop,roll_length,len_crop,,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,,,,d_cut_width_i,
MC8000002100,60,2200,18788,0,0,19488,700,0,0,395,2000,3329,94.32,94.322,94.322,0,0,A1,C,M,2,3329,3329,20.645,20.645,20.645,395,2000,3329,3329,3329,20.64,20.645,20.645,3329,20.64,0,395,2000,0,0,59.7,2260,20.64,0.9,-0.9,L,0,0
MC8000002099,60,2200,18788,0,0,19488,700,0,0,395,2000,3329,94.32,94.322,94.322,0,0,A1,C,M,2,3329,3329,20.645,20.645,20.645,395,2000,3329,3329,3329,20.64,20.645,20.645,3329,20.64,0,395,2000,0,0,59.7,2260,20.64,0.9,-0.9,L,0,0
MC8000002094,60,2200,20130,0,0,20930,800,0,0,395,2000,3575,94.095,94.095,94.095,0,0,A1,C,M,2,3575,3575,22.17,22.17,22.17,395,2000,3575,3575,3575,22.168,22.17,22.17,3575,22.168,0,395,2000,0,0,59.7,2260,22.168,0.9,-0.9,L,0,0
MC8000002093,60,2200,20130,0,0,20930,800,0,0,395,2000,3575,94.095,94.095,94.095,0,0,A1,C,M,2,3575,3575,22.17,22.17,22.17,395,2000,3575,3575,3575,22.168,22.17,22.17,3575,22.168,0,395,2000,0,0,59.7,2260,22.168,0.9,-0.9,L,0,0
MC8000002092,60,2200,20130,0,0,20930,800,0,0,395,2000,3575,94.095,94.095,94.095,0,0,A1,C,M,2,3575,3575,22.17,22.17,22.17,395,2000,3575,3575,3575,22.168,22.17,22.17,3575,22.168,0,395,2000,0,0,59.7,2260,22.168,0.9,-0.9,L,0,0
MC8000002091,60,2500,16800,0,0,17450,650,0,0,395,2000,3376,94.491,94.492,94.492,0,0,A1,C,M,2,3376,3376,20.936,20.936,20.936,395,2000,3376,3376,3376,20.935,20.936,20.936,3376,20.935,0,395,2000,0,0,59.7,2560,20.935,0.9,-0.9,L,0,0
MC8000002090,60,2500,16800,0,0,17450,650,0,0,395,2000,3376,94.491,94.492,94.492,0,0,A1,C,M,2,3376,3376,20.936,20.936,20.936,395,2000,3376,3376,3376,20.935,20.936,20.936,3376,20.935,0,395,2000,0,0,59.7,2560,20.935,0.9,-0.9,L,0,0
MC8000002089,60,2500,16800,0,0,17450,650,0,0,395,2000,3376,94.491,94.492,94.492,0,0,A1,C,M,2,3376,3376,20.936,20.936,20.936,395,2000,3376,3376,3376,20.935,20.936,20.936,3376,20.935,0,395,2000,0,0,59.7,2560,20.935,0.9,-0.9,L,0,0
MC8000002088,60,2500,16800,0,0,17450,650,0,0,395,2000,3376,94.491,94.492,94.492,0,0,A1,C,M,2,3376,3376,20.936,20.936,20.936,395,2000,3376,3376,3376,20.935,20.936,20.936,3376,20.935,0,395,2000,0,0,59.7,2560,20.935,0.9,-0.9,L,0,0
MC8000002085,80,2200,10568,0,0,10988,420,0,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,395,2000,0,0,79.6,2260,15.517,1.1,-1.1,L,0,0
MC8000002084,80,2200,10568,0,0,10988,420,0,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,395,2000,0,0,79.6,2260,15.517,1.1,-1.1,L,0,0
MC8000002083,80,2200,10568,0,0,10988,420,0,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,395,2000,0,0,79.6,2260,15.517,1.1,-1.1,L,0,0
MC8000002082,70,2200,16800,0,0,17450,650,0,0,395,2000,3475,94.258,94.259,94.259,0,0,A1,C,M,2,3475,3475,21.55,21.55,21.55,395,2000,3475,3475,3475,21.547,21.55,21.55,3475,21.547,0,395,2000,0,0,69.6,2260,21.547,1.1,-1.1,L,0,0
MC8000002081,70,2200,16800,0,0,17450,650,0,0,395,2000,3475,94.258,94.259,94.259,0,0,A1,C,M,2,3475,3475,21.55,21.55,21.55,395,2000,3475,3475,3475,21.547,21.55,21.55,3475,21.547,0,395,2000,0,0,69.6,2260,21.547,1.1,-1.1,L,0,0
MC8000002080,70,2200,16800,0,0,17450,650,0,0,395,2000,3475,94.258,94.259,94.259,0,0,A1,C,M,2,3475,3475,21.55,21.55,21.55,395,2000,3475,3475,3475,21.547,21.55,21.55,3475,21.547,0,395,2000,0,0,69.6,2260,21.547,1.1,-1.1,L,0,0
MC8000001896,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001897,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001898,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001899,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001900,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001901,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001902,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001903,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001904,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000001905,70,3000,10000,0,0,10370,370,1,1,395,2000,2870,94.535,92.623,92.623,0,0,A1,C,M,1,2870,2870,17.798,17.798,17.798,395,2000,2870,2870,2870,17.798,17.798,17.798,2812,17.438,2870,395,2000,0,0,69.55,3080,17.438,1.3,-1.3,L,0,0
MC8000002079,70,2200,16800,0,0,17450,650,0,0,395,2000,3475,94.258,94.259,94.259,0,0,A1,C,M,2,3475,3475,21.55,21.55,21.55,395,2000,3475,3475,3475,21.547,21.55,21.55,3475,21.547,0,395,2000,0,0,69.6,2260,21.547,1.1,-1.1,L,0,0
MC8000002078,80,2200,11273,0,0,11723,450,0,0,395,2000,2670,94.079,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,395,2000,0,0,79.6,2260,16.555,1.1,-1.1,L,0,0
MC8000002077,80,2200,11273,0,0,11723,450,0,0,395,2000,2670,94.079,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,395,2000,0,0,79.6,2260,16.555,1.1,-1.1,L,0,0
MC8000002076,80,2200,11273,0,0,11723,450,0,0,395,2000,2670,94.079,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,395,2000,0,0,79.6,2260,16.555,1.1,-1.1,L,0,0
MC8000002075,80,2200,11273,0,0,11723,450,0,0,395,2000,2670,94.079,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,395,2000,0,0,79.6,2260,16.555,1.1,-1.1,L,0,0
MC8000002074,80,2200,11273,0,0,11723,450,0,0,395,2000,2670,94.079,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,395,2000,0,0,79.6,2260,16.555,1.1,-1.1,L,0,0
MC8000002073,80,2200,11500,0,0,11950,450,0,0,395,2000,2722,94.15,94.151,94.151,0,0,A1,C,M,1,2722,2722,16.88,16.88,16.88,395,2000,2722,2722,2722,16.875,16.88,16.88,2722,16.875,0,395,2000,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000002072,80,2200,11500,0,0,11950,450,0,0,395,2000,2722,94.15,94.151,94.151,0,0,A1,C,M,1,2722,2722,16.88,16.88,16.88,395,2000,2722,2722,2722,16.875,16.88,16.88,2722,16.875,0,395,2000,0,0,79.6,2260,16.876,1.1,-1.1,L,0,0
MC8000002071,80,2500,10885,0,0,11305,420,0,0,395,2000,2917,94.501,94.503,94.503,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.083,18.09,18.09,2917,18.083,0,395,2000,0,0,79.6,2560,18.084,1.1,-1.1,L,0,0
MC8000002070,80,2500,10885,0,0,11305,420,0,0,395,2000,2917,94.501,94.503,94.503,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.083,18.09,18.09,2917,18.083,0,395,2000,0,0,79.6,2560,18.084,1.1,-1.1,L,0,0
MC8000002069,80,2500,10885,0,0,11305,420,0,0,395,2000,2917,94.501,94.503,94.503,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.083,18.09,18.09,2917,18.083,0,395,2000,0,0,79.6,2560,18.084,1.1,-1.1,L,0,0
MC8000002068,80,2500,10885,0,0,11305,420,0,0,395,2000,2917,94.501,94.503,94.503,0,0,A1,C,M,1,2917,2917,18.09,18.09,18.09,395,2000,2917,2917,2917,18.083,18.09,18.09,2917,18.083,0,395,2000,0,0,79.6,2560,18.084,1.1,-1.1,L,0,0
MC8000002067,80,2600,11500,0,0,11950,450,0,0,395,2000,3201,94.596,94.594,94.594,0,0,A1,C,M,1,3201,3201,19.851,19.851,19.851,395,2000,3201,3201,3201,19.85,19.851,19.851,3201,19.85,0,395,2000,0,0,79.55,2660,19.85,1.3,-1.3,L,0,0
MC8000002066,80,3000,9555,0,0,9925,370,0,0,395,2000,3079,94.302,94.301,94.301,0,0,A1,C,M,1,3079,3079,19.094,19.094,19.094,395,2000,3079,3079,3079,19.09,19.094,19.094,3079,19.09,0,395,2000,0,0,79.55,3080,19.089,1.3,-1.3,L,0,0
MC8000002140,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002141,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002142,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002143,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002144,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002145,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002146,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002147,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002148,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002149,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002150,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002151,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002152,80,2520,9260,0,0,9630,370,1,0,395,2000,2540,94.453,93.036,93.036,0,0,A1,C,M,1,2540,2540,15.752,15.752,15.752,395,2000,2540,2540,2540,15.752,15.752,15.752,2502,15.516,2540,395,2000,0,0,79.55,2580,15.515,1.3,-1.3,L,0,0
MC8000002153,80,2200,10000,0,0,10370,370,1,1,395,2000,2410,94.344,92.439,92.439,0,0,A1,C,M,1,2410,2410,14.946,14.946,14.946,395,2000,2410,2410,2410,14.946,14.946,14.946,2362,14.644,2410,395,2000,0,0,79.6,2260,14.644,1.1,-1.1,L,0,0
MC8000002065,80,3000,10615,0,0,11035,420,0,0,395,2000,3423,94.225,94.224,94.224,0,0,A1,C,M,1,3423,3423,21.228,21.228,21.228,395,2000,3423,3423,3423,21.225,21.228,21.228,3423,21.225,0,395,2000,0,0,79.55,3080,21.224,1.3,-1.3,L,0,0
MC8000002064,80,3000,10615,0,0,11035,420,0,0,395,2000,3423,94.225,94.224,94.224,0,0,A1,C,M,1,3423,3423,21.228,21.228,21.228,395,2000,3423,3423,3423,21.225,21.228,21.228,3423,21.225,0,395,2000,0,0,79.55,3080,21.224,1.3,-1.3,L,0,0
MC8000002063,70,2200,17000,0,0,17650,650,0,0,395,2000,3515,94.299,94.301,94.301,0,0,A1,C,M,2,3515,3515,21.798,21.798,21.798,395,2000,3515,3515,3515,21.793,21.798,21.798,3515,21.793,0,395,2000,0,0,69.6,2260,21.794,1.1,-1.1,L,0,0
MC8000002062,70,2200,17000,0,0,17650,650,0,0,395,2000,3515,94.299,94.301,94.301,0,0,A1,C,M,2,3515,3515,21.798,21.798,21.798,395,2000,3515,3515,3515,21.793,21.798,21.798,3515,21.793,0,395,2000,0,0,69.6,2260,21.794,1.1,-1.1,L,0,0
MC8000002061,70,2200,17000,0,0,17650,650,0,0,395,2000,3515,94.299,94.301,94.301,0,0,A1,C,M,2,3515,3515,21.798,21.798,21.798,395,2000,3515,3515,3515,21.793,21.798,21.798,3515,21.793,0,395,2000,0,0,69.6,2260,21.794,1.1,-1.1,L,0,0
MC8000002060,65,2200,15608,0,0,16208,600,0,0,395,2000,2996,94.322,94.321,94.321,0,0,A1,C,M,2,2996,2996,18.58,18.58,18.58,395,2000,2996,2996,2996,18.576,18.58,18.58,2996,18.576,0,395,2000,0,0,64.6,2260,18.575,1.1,-1.1,L,0,0
MC8000002059,100,2200,9864,0,0,10234,370,0,0,395,2000,2916,94.203,94.205,94.205,0,0,A1,C,M,1,2916,2916,18.084,18.084,18.084,395,2000,2916,2916,2916,18.083,18.084,18.084,2916,18.083,0,395,2000,0,0,99.6,2260,18.084,1.1,-1.1,L,0,0
MC8000002058,100,2200,9864,0,0,10234,370,0,0,395,2000,2916,94.203,94.205,94.205,0,0,A1,C,M,1,2916,2916,18.084,18.084,18.084,395,2000,2916,2916,2916,18.083,18.084,18.084,2916,18.083,0,395,2000,0,0,99.6,2260,18.084,1.1,-1.1,L,0,0
MC8000002057,100,2200,9864,0,0,10234,370,0,0,395,2000,2916,94.203,94.205,94.205,0,0,A1,C,M,1,2916,2916,18.084,18.084,18.084,395,2000,2916,2916,2916,18.083,18.084,18.084,2916,18.083,0,395,2000,0,0,99.6,2260,18.084,1.1,-1.1,L,0,0
MC8000002056,100,2200,9864,0,0,10234,370,0,0,395,2000,2916,94.203,94.205,94.205,0,0,A1,C,M,1,2916,2916,18.084,18.084,18.084,395,2000,2916,2916,2916,18.083,18.084,18.084,2916,18.083,0,395,2000,0,0,99.6,2260,18.084,1.1,-1.1,L,0,0
MC8000002055,120,2200,10300,0,0,10720,420,0,0,395,2000,3665,93.923,93.924,93.924,0,0,A1,C,M,1,3665,3665,22.728,22.728,22.728,395,2000,3665,3665,3665,22.727,22.728,22.728,3665,22.727,0,395,2000,0,0,119.5,2260,22.727,1.4,-1.4,L,0,0
MC8000002054,130,2200,7371,0,0,7641,270,0,0,395,2000,2831,94.268,94.269,94.269,0,0,A1,C,M,1,2831,2831,17.556,17.556,17.556,395,2000,2831,2831,2831,17.555,17.556,17.556,2831,17.555,0,395,2000,0,0,129.5,2260,17.555,1.4,-1.4,L,0,0
MC8000002053,130,2200,7371,0,0,7641,270,0,0,395,2000,2831,94.268,94.269,94.269,0,0,A1,C,M,1,2831,2831,17.556,17.556,17.556,395,2000,2831,2831,2831,17.555,17.556,17.556,2831,17.555,0,395,2000,0,0,129.5,2260,17.555,1.4,-1.4,L,0,0
MC8000002052,130,2200,7371,0,0,7641,270,0,0,395,2000,2831,94.268,94.269,94.269,0,0,A1,C,M,1,2831,2831,17.556,17.556,17.556,395,2000,2831,2831,2831,17.555,17.556,17.556,2831,17.555,0,395,2000,0,0,129.5,2260,17.555,1.4,-1.4,L,0,0
MC8000002051,135,2200,6500,0,0,6750,250,0,0,395,2000,2598,94.088,94.089,94.089,0,0,A1,C,M,1,2598,2598,16.111,16.111,16.111,395,2000,2598,2598,2598,16.106,16.111,16.111,2598,16.106,0,395,2000,0,0,134.5,2260,16.107,1.4,-1.4,L,0,0
MC8000002050,135,2200,6500,0,0,6750,250,0,0,395,2000,2598,94.088,94.089,94.089,0,0,A1,C,M,1,2598,2598,16.111,16.111,16.111,395,2000,2598,2598,2598,16.106,16.111,16.111,2598,16.106,0,395,2000,0,0,134.5,2260,16.107,1.4,-1.4,L,0,0
MC8000002049,150,2200,8600,0,0,8920,320,0,0,395,2000,3815,94.167,94.167,94.167,0,0,A1,C,M,1,3815,3815,23.659,23.659,23.659,395,2000,3815,3815,3815,23.658,23.659,23.659,3815,23.658,0,395,2000,0,0,149.5,2260,23.658,1.4,-1.4,L,0,0
MC8000002048,180,2200,6400,0,0,6650,250,0,0,395,2000,3413,93.999,94,94,0,0,A1,C,M,1,3413,3413,21.166,21.166,21.166,395,2000,3413,3413,3413,21.165,21.166,21.166,3413,21.165,0,395,2000,0,0,179.4,2260,21.165,1.6,-1.6,L,0,0
MC8000002047,180,2200,6400,0,0,6650,250,0,0,395,2000,3413,93.999,94,94,0,0,A1,C,M,1,3413,3413,21.166,21.166,21.166,395,2000,3413,3413,3413,21.165,21.166,21.166,3413,21.165,0,395,2000,0,0,179.4,2260,21.165,1.6,-1.6,L,0,0
MC8000002046,180,2200,6400,0,0,6650,250,0,0,395,2000,3413,93.999,94,94,0,0,A1,C,M,1,3413,3413,21.166,21.166,21.166,395,2000,3413,3413,3413,21.165,21.166,21.166,3413,21.165,0,395,2000,0,0,179.4,2260,21.165,1.6,-1.6,L,0,0
MC8000002045,180,2200,6400,0,0,6650,250,0,0,395,2000,3413,93.999,94,94,0,0,A1,C,M,1,3413,3413,21.166,21.166,21.166,395,2000,3413,3413,3413,21.165,21.166,21.166,3413,21.165,0,395,2000,0,0,179.4,2260,21.165,1.6,-1.6,L,0,0
MC8000002044,180,2200,6400,0,0,6650,250,0,0,395,2000,3413,93.999,94,94,0,0,A1,C,M,1,3413,3413,21.166,21.166,21.166,395,2000,3413,3413,3413,21.165,21.166,21.166,3413,21.165,0,395,2000,0,0,179.4,2260,21.165,1.6,-1.6,L,0,0
MC8000002043,190,2200,6600,0,0,6850,250,0,0,395,2000,3712,94.09,94.091,94.091,0,0,A1,C,M,1,3712,3712,23.02,23.02,23.02,395,2000,3712,3712,3712,23.017,23.02,23.02,3712,23.017,0,395,2000,0,0,189.4,2260,23.017,1.6,-1.6,L,0,0
MC8000002042,190,2200,6600,0,0,6850,250,0,0,395,2000,3712,94.09,94.091,94.091,0,0,A1,C,M,1,3712,3712,23.02,23.02,23.02,395,2000,3712,3712,3712,23.017,23.02,23.02,3712,23.017,0,395,2000,0,0,189.4,2260,23.017,1.6,-1.6,L,0,0
MC8000002041,190,2200,6600,0,0,6850,250,0,0,395,2000,3712,94.09,94.091,94.091,0,0,A1,C,M,1,3712,3712,23.02,23.02,23.02,395,2000,3712,3712,3712,23.017,23.02,23.02,3712,23.017,0,395,2000,0,0,189.4,2260,23.017,1.6,-1.6,L,0,0
MC8000002040,190,2200,6600,0,0,6850,250,0,0,395,2000,3712,94.09,94.091,94.091,0,0,A1,C,M,1,3712,3712,23.02,23.02,23.02,395,2000,3712,3712,3712,23.017,23.02,23.02,3712,23.017,0,395,2000,0,0,189.4,2260,23.017,1.6,-1.6,L,0,0
MC8000002509,80,3000,9500,0,0,9870,370,1,1,395,2000,3220,94.282,89.629,89.629,0,0,A1,C,M,1,3220,3220,19.969,19.969,19.969,395,2000,3220,3220,3220,19.969,19.969,19.969,3062,18.983,3220,395,2000,0,0,79.55,3080,18.984,1.3,-1.3,L,0,0
MC8000002510,80,3000,9500,0,0,9870,370,1,1,395,2000,3220,94.282,89.629,89.629,0,0,A1,C,M,1,3220,3220,19.969,19.969,19.969,395,2000,3220,3220,3220,19.969,19.969,19.969,3062,18.983,3220,395,2000,0,0,79.55,3080,18.984,1.3,-1.3,L,0,0
MC8000002039,190,2200,6600,0,0,6850,250,0,0,395,2000,3712,94.09,94.091,94.091,0,0,A1,C,M,1,3712,3712,23.02,23.02,23.02,395,2000,3712,3712,3712,23.017,23.02,23.02,3712,23.017,0,395,2000,0,0,189.4,2260,23.017,1.6,-1.6,L,0,0
MC8000002038,60,2500,10950,0,0,11370,420,0,0,247,1800,3909,94.522,94.524,94.524,0,0,A1,C,M,1,3909,3909,13.643,13.643,13.643,247,1800,3909,3909,3909,13.641,13.643,13.643,3909,13.641,0,247,1800,0,0,59.7,2560,13.641,0.9,-0.9,L,0,0
MC8000002037,60,2500,10950,0,0,11370,420,0,0,247,1800,3909,94.522,94.524,94.524,0,0,A1,C,M,1,3909,3909,13.643,13.643,13.643,247,1800,3909,3909,3909,13.641,13.643,13.643,3909,13.641,0,247,1800,0,0,59.7,2560,13.641,0.9,-0.9,L,0,0
MC8000002036,60,2500,10950,0,0,11370,420,0,0,247,1800,3909,94.522,94.524,94.524,0,0,A1,C,M,1,3909,3909,13.643,13.643,13.643,247,1800,3909,3909,3909,13.641,13.643,13.643,3909,13.641,0,247,1800,0,0,59.7,2560,13.641,0.9,-0.9,L,0,0
MC8000002035,60,2500,10950,0,0,11370,420,0,0,247,1800,3909,94.522,94.524,94.524,0,0,A1,C,M,1,3909,3909,13.643,13.643,13.643,247,1800,3909,3909,3909,13.641,13.643,13.643,3909,13.641,0,247,1800,0,0,59.7,2560,13.641,0.9,-0.9,L,0,0
MC8000002034,70,2500,9400,0,0,9770,370,0,0,247,1800,3916,94.498,94.497,94.497,0,0,A1,C,M,1,3916,3916,13.667,13.667,13.667,247,1800,3916,3916,3916,13.665,13.667,13.667,3916,13.665,0,247,1800,0,0,69.6,2560,13.665,1.1,-1.1,L,0,0
MC8000002554,100,2630,10000,0,0,10370,370,1,1,395,2000,3570,94.008,93.256,93.256,0,0,A1,C,M,1,3570,3570,22.139,22.139,22.139,395,2000,3570,3570,3570,22.139,22.139,22.139,3542,21.962,3570,395,2000,0,0,99.55,2710,21.961,1.3,-1.3,L,0,0
MC8000002033,70,2500,9400,0,0,9770,370,0,0,247,1800,3916,94.498,94.497,94.497,0,0,A1,C,M,1,3916,3916,13.667,13.667,13.667,247,1800,3916,3916,3916,13.665,13.667,13.667,3916,13.665,0,247,1800,0,0,69.6,2560,13.665,1.1,-1.1,L,0,0
MC8000002032,70,2500,9400,0,0,9770,370,0,0,247,1800,3916,94.498,94.497,94.497,0,0,A1,C,M,1,3916,3916,13.667,13.667,13.667,247,1800,3916,3916,3916,13.665,13.667,13.667,3916,13.665,0,247,1800,0,0,69.6,2560,13.665,1.1,-1.1,L,0,0
