,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,,,,,hcrop,tcrop,d_cut_width_i,
MC8000000811,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000812,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000813,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000814,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000815,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000816,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000817,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000818,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000819,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000820,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000821,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000822,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000823,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000824,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000825,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000826,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000827,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000828,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000829,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000830,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000831,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000832,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000833,60,2500,10653,0,247,1800,3807,94.424,94.422,94.422,0,0,A1,C,M,1,3807,3807,13.287,13.287,13.287,247,1800,3807,3807,3807,13.285,13.287,13.287,3807,13.285,0,0,247,1800,0,0,59.7,2560,11073,13.285,0.9,-0.9,L,0,0,0,0
MC8000000834,40,2020,20000,1,247,1800,3900,94.421,93.204,93.204,0,0,A1,C,M,2,3900,3900,13.611,13.611,13.611,247,1800,3900,3900,3900,13.611,13.611,13.611,3850,13.436,1,3900,247,1800,0,0,39.75,2080,20700,13.435,0.8,-0.8,L,0,0,0,0
MC8000000835,40,2030,20000,1,247,1800,3910,94.435,93.419,93.419,0,0,A1,C,M,2,3910,3910,13.646,13.646,13.646,247,1800,3910,3910,3910,13.646,13.646,13.646,3868,13.499,1,3910,247,1800,0,0,39.75,2090,20700,13.5,0.8,-0.8,L,0,0,0,0
MC8000000836,40,2320,11439,1,247,1800,2530,94.379,94.382,94.382,0,0,A1,C,M,1,2530,2530,8.83,8.83,8.83,247,1800,2530,2530,2530,8.829,8.83,8.83,2530,8.829,0,0,247,1800,0,0,39.75,2380,11889,8.829,0.8,-0.8,L,0,0,0,0
MC8000000837,40,2320,11439,1,247,1800,2530,94.379,94.382,94.382,0,0,A1,C,M,1,2530,2530,8.83,8.83,8.83,247,1800,2530,2530,2530,8.829,8.83,8.83,2530,8.829,0,0,247,1800,0,0,39.75,2380,11889,8.829,0.8,-0.8,L,0,0,0,0
MC8000000838,40,2320,11439,1,247,1800,2530,94.379,94.382,94.382,0,0,A1,C,M,1,2530,2530,8.83,8.83,8.83,247,1800,2530,2530,2530,8.829,8.83,8.83,2530,8.829,0,0,247,1800,0,0,39.75,2380,11889,8.829,0.8,-0.8,L,0,0,0,0
MC8000000839,40,2500,11000,1,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,9.122,0.8,-0.8,L,0,0,0,0
MC8000000840,40,2500,11000,1,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,9.122,0.8,-0.8,L,0,0,0,0
MC8000000841,50,2120,9300,1,247,1800,2410,94.091,92.01,92.01,0,0,A1,C,M,1,2410,2410,8.411,8.411,8.411,247,1800,2410,2410,2410,8.411,8.411,8.411,2357,8.225,1,2410,247,1800,0,0,49.7,2180,9670,8.224,0.9,-0.9,L,0,0,0,0
MC8000000842,50,2120,9300,1,247,1800,2410,94.091,92.01,92.01,0,0,A1,C,M,1,2410,2410,8.411,8.411,8.411,247,1800,2410,2410,2410,8.411,8.411,8.411,2357,8.225,1,2410,247,1800,0,0,49.7,2180,9670,8.224,0.9,-0.9,L,0,0,0,0
MC8000000843,50,2120,9300,1,247,1800,2410,94.091,92.01,92.01,0,0,A1,C,M,1,2410,2410,8.411,8.411,8.411,247,1800,2410,2410,2410,8.411,8.411,8.411,2357,8.225,1,2410,247,1800,0,0,49.7,2180,9670,8.224,0.9,-0.9,L,0,0,0,0
MC8000000844,50,2120,9300,1,247,1800,2410,94.091,92.01,92.01,0,0,A1,C,M,1,2410,2410,8.411,8.411,8.411,247,1800,2410,2410,2410,8.411,8.411,8.411,2357,8.225,1,2410,247,1800,0,0,49.7,2180,9670,8.224,0.9,-0.9,L,0,0,0,0
MC8000000845,50,2120,9300,1,247,1800,2410,94.091,92.01,92.01,0,0,A1,C,M,1,2410,2410,8.411,8.411,8.411,247,1800,2410,2410,2410,8.411,8.411,8.411,2357,8.225,1,2410,247,1800,0,0,49.7,2180,9670,8.224,0.9,-0.9,L,0,0,0,0
MC8000000846,50,2120,9300,1,247,1800,2410,94.091,92.01,92.01,0,0,A1,C,M,1,2410,2410,8.411,8.411,8.411,247,1800,2410,2410,2410,8.411,8.411,8.411,2357,8.225,1,2410,247,1800,0,0,49.7,2180,9670,8.224,0.9,-0.9,L,0,0,0,0
MC8000000847,50,2430,8710,1,247,1800,2580,94.7,92.259,92.259,0,0,A1,C,M,1,2580,2580,9.004,9.004,9.004,247,1800,2580,2580,2580,9.004,9.004,9.004,2514,8.772,1,2580,247,1800,0,0,49.7,2490,9030,8.772,0.9,-0.9,L,0,0,0,0
MC8000000848,50,2430,10000,1,247,1800,2960,94.676,92.324,92.324,0,0,A1,C,M,1,2960,2960,10.331,10.331,10.331,247,1800,2960,2960,2960,10.331,10.331,10.331,2887,10.074,1,2960,247,1800,0,0,49.7,2490,10370,10.074,0.9,-0.9,L,0,0,0,0
MC8000000849,50,2430,10000,1,247,1800,2960,94.676,92.324,92.324,0,0,A1,C,M,1,2960,2960,10.331,10.331,10.331,247,1800,2960,2960,2960,10.331,10.331,10.331,2887,10.074,1,2960,247,1800,0,0,49.7,2490,10370,10.074,0.9,-0.9,L,0,0,0,0
MC8000000850,50,2430,10200,1,247,1800,3030,94.297,92,92,0,0,A1,C,M,1,3030,3030,10.575,10.575,10.575,247,1800,3030,3030,3030,10.575,10.575,10.575,2957,10.317,1,3030,247,1800,0,0,49.7,2490,10620,10.317,0.9,-0.9,L,0,0,0,0
MC8000000851,50,2430,10980,1,247,1800,3220,94.562,93.184,93.184,0,0,A1,C,M,1,3220,3220,11.238,11.238,11.238,247,1800,3220,3220,3220,11.238,11.238,11.238,3174,11.074,1,3220,247,1800,0,0,49.7,2490,11400,11.075,0.9,-0.9,L,0,0,0,0
MC8000000852,50,2430,11000,1,247,1800,3220,94.569,93.362,93.362,0,0,A1,C,M,1,3220,3220,11.238,11.238,11.238,247,1800,3220,3220,3220,11.238,11.238,11.238,3179,11.095,1,3220,247,1800,0,0,49.7,2490,11420,11.094,0.9,-0.9,L,0,0,0,0
MC8000000853,50,2430,11000,1,247,1800,3220,94.569,93.362,93.362,0,0,A1,C,M,1,3220,3220,11.238,11.238,11.238,247,1800,3220,3220,3220,11.238,11.238,11.238,3179,11.095,1,3220,247,1800,0,0,49.7,2490,11420,11.094,0.9,-0.9,L,0,0,0,0
MC8000000855,50,2430,12210,1,247,1800,3570,94.317,93.467,93.467,0,0,A1,C,M,1,3570,3570,12.46,12.46,12.46,247,1800,3570,3570,3570,12.46,12.46,12.46,3538,12.348,1,3570,247,1800,0,0,49.7,2490,12710,12.347,0.9,-0.9,L,0,0,0,0
MC8000000856,50,2430,12210,1,247,1800,3570,94.317,93.467,93.467,0,0,A1,C,M,1,3570,3570,12.46,12.46,12.46,247,1800,3570,3570,3570,12.46,12.46,12.46,3538,12.348,1,3570,247,1800,0,0,49.7,2490,12710,12.347,0.9,-0.9,L,0,0,0,0
MC8000000857,50,2430,12230,1,247,1800,3580,94.323,93.357,93.357,0,0,A1,C,M,1,3580,3580,12.495,12.495,12.495,247,1800,3580,3580,3580,12.495,12.495,12.495,3544,12.367,1,3580,247,1800,0,0,49.7,2490,12730,12.367,0.9,-0.9,L,0,0,0,0
MC8000000858,50,2430,12230,1,247,1800,3580,94.323,93.357,93.357,0,0,A1,C,M,1,3580,3580,12.495,12.495,12.495,247,1800,3580,3580,3580,12.495,12.495,12.495,3544,12.367,1,3580,247,1800,0,0,49.7,2490,12730,12.367,0.9,-0.9,L,0,0,0,0
MC8000000859,50,2430,12520,1,247,1800,3660,94.409,93.479,93.479,0,0,A1,C,M,1,3660,3660,12.774,12.774,12.774,247,1800,3660,3660,3660,12.774,12.774,12.774,3625,12.648,1,3660,247,1800,0,0,49.7,2490,13020,12.648,0.9,-0.9,L,0,0,0,0
MC8000000860,50,2500,11464,1,247,1800,3410,94.535,94.537,94.537,0,0,A1,C,M,1,3410,3410,11.901,11.901,11.901,247,1800,3410,3410,3410,11.899,11.901,11.901,3410,11.899,0,0,247,1800,0,0,49.7,2560,11914,11.899,0.9,-0.9,L,0,0,0,0
MC8000000861,50,2500,11464,1,247,1800,3410,94.535,94.537,94.537,0,0,A1,C,M,1,3410,3410,11.901,11.901,11.901,247,1800,3410,3410,3410,11.899,11.901,11.901,3410,11.899,0,0,247,1800,0,0,49.7,2560,11914,11.899,0.9,-0.9,L,0,0,0,0
MC8000000862,50,2500,11464,1,247,1800,3410,94.535,94.537,94.537,0,0,A1,C,M,1,3410,3410,11.901,11.901,11.901,247,1800,3410,3410,3410,11.899,11.901,11.901,3410,11.899,0,0,247,1800,0,0,49.7,2560,11914,11.899,0.9,-0.9,L,0,0,0,0
MC8000000863,50,2500,11464,1,247,1800,3410,94.535,94.537,94.537,0,0,A1,C,M,1,3410,3410,11.901,11.901,11.901,247,1800,3410,3410,3410,11.899,11.901,11.901,3410,11.899,0,0,247,1800,0,0,49.7,2560,11914,11.899,0.9,-0.9,L,0,0,0,0
MC8000000864,50,2500,11000,1,247,1800,3269,94.632,94.634,94.634,0,0,A1,C,M,1,3269,3269,11.409,11.409,11.409,247,1800,3269,3269,3269,11.406,11.409,11.409,3269,11.406,0,0,247,1800,0,0,49.7,2560,11420,11.406,0.9,-0.9,L,0,0,0,0
MC8000000865,50,2500,11000,1,247,1800,3269,94.632,94.634,94.634,0,0,A1,C,M,1,3269,3269,11.409,11.409,11.409,247,1800,3269,3269,3269,11.406,11.409,11.409,3269,11.406,0,0,247,1800,0,0,49.7,2560,11420,11.406,0.9,-0.9,L,0,0,0,0
MC8000000866,60,2120,11517,1,247,1800,3504,94.061,94.062,94.062,0,0,A1,C,M,1,3504,3504,12.229,12.229,12.229,247,1800,3504,3504,3504,12.226,12.229,12.229,3504,12.226,0,0,247,1800,0,0,59.7,2180,11967,12.226,0.9,-0.9,L,0,0,0,0
MC8000000867,60,2120,11517,1,247,1800,3504,94.061,94.062,94.062,0,0,A1,C,M,1,3504,3504,12.229,12.229,12.229,247,1800,3504,3504,3504,12.226,12.229,12.229,3504,12.226,0,0,247,1800,0,0,59.7,2180,11967,12.226,0.9,-0.9,L,0,0,0,0
MC8000000868,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000869,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000870,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000871,60,2120,11517,1,247,1800,3504,94.061,94.062,94.062,0,0,A1,C,M,1,3504,3504,12.229,12.229,12.229,247,1800,3504,3504,3504,12.226,12.229,12.229,3504,12.226,0,0,247,1800,0,0,59.7,2180,11967,12.226,0.9,-0.9,L,0,0,0,0
MC8000000872,60,2120,11517,1,247,1800,3504,94.061,94.062,94.062,0,0,A1,C,M,1,3504,3504,12.229,12.229,12.229,247,1800,3504,3504,3504,12.226,12.229,12.229,3504,12.226,0,0,247,1800,0,0,59.7,2180,11967,12.226,0.9,-0.9,L,0,0,0,0
MC8000000875,60,2270,11691,1,247,1800,3799,94.285,94.283,94.283,0,0,A1,C,M,1,3799,3799,13.259,13.259,13.259,247,1800,3799,3799,3799,13.258,13.259,13.259,3799,13.258,0,0,247,1800,0,0,59.7,2330,12141,13.257,0.9,-0.9,L,0,0,0,0
MC8000000876,60,2270,11691,1,247,1800,3799,94.285,94.283,94.283,0,0,A1,C,M,1,3799,3799,13.259,13.259,13.259,247,1800,3799,3799,3799,13.258,13.259,13.259,3799,13.258,0,0,247,1800,0,0,59.7,2330,12141,13.257,0.9,-0.9,L,0,0,0,0
MC8000000877,60,2120,11380,1,247,1800,3463,94.019,94.018,94.018,0,0,A1,C,M,1,3463,3463,12.086,12.086,12.086,247,1800,3463,3463,3463,12.086,12.086,12.086,3463,12.086,0,0,247,1800,0,0,59.7,2180,11830,12.086,0.9,-0.9,L,0,0,0,0
MC8000000878,60,2120,11380,1,247,1800,3463,94.019,94.018,94.018,0,0,A1,C,M,1,3463,3463,12.086,12.086,12.086,247,1800,3463,3463,3463,12.086,12.086,12.086,3463,12.086,0,0,247,1800,0,0,59.7,2180,11830,12.086,0.9,-0.9,L,0,0,0,0
MC8000000879,60,2120,11380,1,247,1800,3463,94.019,94.018,94.018,0,0,A1,C,M,1,3463,3463,12.086,12.086,12.086,247,1800,3463,3463,3463,12.086,12.086,12.086,3463,12.086,0,0,247,1800,0,0,59.7,2180,11830,12.086,0.9,-0.9,L,0,0,0,0
MC8000000880,60,2120,11380,1,247,1800,3463,94.019,94.018,94.018,0,0,A1,C,M,1,3463,3463,12.086,12.086,12.086,247,1800,3463,3463,3463,12.086,12.086,12.086,3463,12.086,0,0,247,1800,0,0,59.7,2180,11830,12.086,0.9,-0.9,L,0,0,0,0
MC8000000881,60,2120,11380,1,247,1800,3463,94.019,94.018,94.018,0,0,A1,C,M,1,3463,3463,12.086,12.086,12.086,247,1800,3463,3463,3463,12.086,12.086,12.086,3463,12.086,0,0,247,1800,0,0,59.7,2180,11830,12.086,0.9,-0.9,L,0,0,0,0
MC8000000882,60,2120,11380,1,247,1800,3463,94.019,94.018,94.018,0,0,A1,C,M,1,3463,3463,12.086,12.086,12.086,247,1800,3463,3463,3463,12.086,12.086,12.086,3463,12.086,0,0,247,1800,0,0,59.7,2180,11830,12.086,0.9,-0.9,L,0,0,0,0
MC8000000883,60,2120,11380,1,247,1800,3463,94.019,94.018,94.018,0,0,A1,C,M,1,3463,3463,12.086,12.086,12.086,247,1800,3463,3463,3463,12.086,12.086,12.086,3463,12.086,0,0,247,1800,0,0,59.7,2180,11830,12.086,0.9,-0.9,L,0,0,0,0
MC8000000884,60,2120,11380,1,247,1800,3463,94.019,94.018,94.018,0,0,A1,C,M,1,3463,3463,12.086,12.086,12.086,247,1800,3463,3463,3463,12.086,12.086,12.086,3463,12.086,0,0,247,1800,0,0,59.7,2180,11830,12.086,0.9,-0.9,L,0,0,0,0
MC8000000885,60,2120,11381,1,247,1800,3464,94.019,94.018,94.018,0,0,A1,C,M,1,3464,3464,12.09,12.09,12.09,247,1800,3464,3464,3464,12.087,12.09,12.09,3464,12.087,0,0,247,1800,0,0,59.7,2180,11831,12.087,0.9,-0.9,L,0,0,0,0
MC8000000886,60,2120,11381,1,247,1800,3464,94.019,94.018,94.018,0,0,A1,C,M,1,3464,3464,12.09,12.09,12.09,247,1800,3464,3464,3464,12.087,12.09,12.09,3464,12.087,0,0,247,1800,0,0,59.7,2180,11831,12.087,0.9,-0.9,L,0,0,0,0
MC8000000887,60,2120,11381,1,247,1800,3464,94.019,94.018,94.018,0,0,A1,C,M,1,3464,3464,12.09,12.09,12.09,247,1800,3464,3464,3464,12.087,12.09,12.09,3464,12.087,0,0,247,1800,0,0,59.7,2180,11831,12.087,0.9,-0.9,L,0,0,0,0
MC8000000890,60,2270,11000,1,247,1800,3573,94.313,94.314,94.314,0,0,A1,C,M,1,3573,3573,12.47,12.47,12.47,247,1800,3573,3573,3573,12.47,12.47,12.47,3573,12.47,0,0,247,1800,0,0,59.7,2330,11420,12.47,0.9,-0.9,L,0,0,0,0
MC8000000891,60,2270,11000,1,247,1800,3573,94.313,94.314,94.314,0,0,A1,C,M,1,3573,3573,12.47,12.47,12.47,247,1800,3573,3573,3573,12.47,12.47,12.47,3573,12.47,0,0,247,1800,0,0,59.7,2330,11420,12.47,0.9,-0.9,L,0,0,0,0
MC8000000892,60,2270,11000,1,247,1800,3573,94.313,94.314,94.314,0,0,A1,C,M,1,3573,3573,12.47,12.47,12.47,247,1800,3573,3573,3573,12.47,12.47,12.47,3573,12.47,0,0,247,1800,0,0,59.7,2330,11420,12.47,0.9,-0.9,L,0,0,0,0
MC8000000893,60,2270,11500,1,247,1800,3739,94.227,94.229,94.229,0,0,A1,C,M,1,3739,3739,13.05,13.05,13.05,247,1800,3739,3739,3739,13.048,13.05,13.05,3739,13.048,0,0,247,1800,0,0,59.7,2330,11950,13.049,0.9,-0.9,L,0,0,0,0
MC8000000894,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000895,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000896,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000897,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000898,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000899,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000900,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000901,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000902,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000903,60,2270,11339,1,247,1800,3689,94.177,94.174,94.174,0,0,A1,C,M,1,3689,3689,12.875,12.875,12.875,247,1800,3689,3689,3689,12.873,12.875,12.875,3689,12.873,0,0,247,1800,0,0,59.7,2330,11789,12.873,0.9,-0.9,L,0,0,0,0
MC8000000904,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000905,60,2120,11000,1,247,1800,3343,94.142,94.146,94.146,0,0,A1,C,M,1,3343,3343,11.667,11.667,11.667,247,1800,3343,3343,3343,11.667,11.667,11.667,3343,11.667,0,0,247,1800,0,0,59.7,2180,11420,11.667,0.9,-0.9,L,0,0,0,0
MC8000000906,36,2500,18430,0,247,1800,3938,94.741,94.74,94.74,0,0,A1,C,M,2,3938,3938,13.744,13.744,13.744,247,1800,3938,3938,3938,13.744,13.744,13.744,3938,13.744,0,0,247,1800,0,0,35.75,2560,19130,13.744,0.8,-0.8,L,0,0,0,0
MC8000000907,36,2500,18430,0,247,1800,3938,94.741,94.74,94.74,0,0,A1,C,M,2,3938,3938,13.744,13.744,13.744,247,1800,3938,3938,3938,13.744,13.744,13.744,3938,13.744,0,0,247,1800,0,0,35.75,2560,19130,13.744,0.8,-0.8,L,0,0,0,0
MC8000000908,36,2500,18430,0,247,1800,3938,94.741,94.74,94.74,0,0,A1,C,M,2,3938,3938,13.744,13.744,13.744,247,1800,3938,3938,3938,13.744,13.744,13.744,3938,13.744,0,0,247,1800,0,0,35.75,2560,19130,13.744,0.8,-0.8,L,0,0,0,0
MC8000000909,40,2200,18400,0,247,1800,3860,94.367,94.365,94.365,0,0,A1,C,M,2,3860,3860,13.472,13.472,13.472,247,1800,3860,3860,3860,13.47,13.472,13.472,3860,13.47,0,0,247,1800,0,0,39.75,2260,19100,13.469,0.8,-0.8,L,0,0,0,0
