,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,len_crop,,,,,hcrop,tcrop,d_cut_width_i,
MC8000002614,105,2200,10736,0,395,2000,3336,94.129,94.13,94.13,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.682,20.688,20.688,3336,20.682,0,0,395,2000,0,0,104.5,2260,11156,420,20.682,1.4,-1.4,L,0,0,0,0
MC8000002615,105,2200,10736,0,395,2000,3336,94.129,94.13,94.13,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.682,20.688,20.688,3336,20.682,0,0,395,2000,0,0,104.5,2260,11156,420,20.682,1.4,-1.4,L,0,0,0,0
MC8000002616,105,2200,10736,0,395,2000,3336,94.129,94.13,94.13,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.682,20.688,20.688,3336,20.682,0,0,395,2000,0,0,104.5,2260,11156,420,20.682,1.4,-1.4,L,0,0,0,0
MC8000002617,105,2200,10736,0,395,2000,3336,94.129,94.13,94.13,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.682,20.688,20.688,3336,20.682,0,0,395,2000,0,0,104.5,2260,11156,420,20.682,1.4,-1.4,L,0,0,0,0
MC8000002618,100,2500,10520,0,395,2000,3531,94.284,94.283,94.283,0,0,A1,C,M,1,3531,3531,21.897,21.897,21.897,395,2000,3531,3531,3531,21.898,21.897,21.897,3531,21.898,0,0,395,2000,0,0,99.6,2560,10940,420,21.897,1.1,-1.1,L,0,0,0,0
MC8000002619,100,2500,10520,0,395,2000,3531,94.284,94.283,94.283,0,0,A1,C,M,1,3531,3531,21.897,21.897,21.897,395,2000,3531,3531,3531,21.898,21.897,21.897,3531,21.898,0,0,395,2000,0,0,99.6,2560,10940,420,21.897,1.1,-1.1,L,0,0,0,0
MC8000002620,100,2500,10520,0,395,2000,3531,94.284,94.283,94.283,0,0,A1,C,M,1,3531,3531,21.897,21.897,21.897,395,2000,3531,3531,3531,21.898,21.897,21.897,3531,21.898,0,0,395,2000,0,0,99.6,2560,10940,420,21.897,1.1,-1.1,L,0,0,0,0
MC8000002621,100,2500,10520,0,395,2000,3531,94.284,94.283,94.283,0,0,A1,C,M,1,3531,3531,21.897,21.897,21.897,395,2000,3531,3531,3531,21.898,21.897,21.897,3531,21.898,0,0,395,2000,0,0,99.6,2560,10940,420,21.897,1.1,-1.1,L,0,0,0,0
MC8000002622,100,2500,10520,0,395,2000,3531,94.284,94.283,94.283,0,0,A1,C,M,1,3531,3531,21.897,21.897,21.897,395,2000,3531,3531,3531,21.898,21.897,21.897,3531,21.898,0,0,395,2000,0,0,99.6,2560,10940,420,21.897,1.1,-1.1,L,0,0,0,0
MC8000002629,90,2200,10700,0,395,2000,2851,94.087,94.088,94.088,0,0,A1,C,M,1,2851,2851,17.68,17.68,17.68,395,2000,2851,2851,2851,17.676,17.68,17.68,2851,17.676,0,0,395,2000,0,0,89.6,2260,11120,420,17.676,1.1,-1.1,L,0,0,0,0
MC8000002630,90,2200,10700,0,395,2000,2851,94.087,94.088,94.088,0,0,A1,C,M,1,2851,2851,17.68,17.68,17.68,395,2000,2851,2851,2851,17.676,17.68,17.68,2851,17.676,0,0,395,2000,0,0,89.6,2260,11120,420,17.676,1.1,-1.1,L,0,0,0,0
MC8000002631,90,2200,10700,0,395,2000,2851,94.087,94.088,94.088,0,0,A1,C,M,1,2851,2851,17.68,17.68,17.68,395,2000,2851,2851,2851,17.676,17.68,17.68,2851,17.676,0,0,395,2000,0,0,89.6,2260,11120,420,17.676,1.1,-1.1,L,0,0,0,0
MC8000002707,75,2200,11000,0,395,2000,2438,94.268,94.27,94.27,0,0,A1,C,M,1,2438,2438,15.119,15.119,15.119,395,2000,2438,2438,2438,15.114,15.119,15.119,2438,15.114,0,0,395,2000,0,0,74.6,2260,11420,420,15.114,1.1,-1.1,L,0,0,0,0
MC8000002708,75,2200,11000,0,395,2000,2438,94.268,94.27,94.27,0,0,A1,C,M,1,2438,2438,15.119,15.119,15.119,395,2000,2438,2438,2438,15.114,15.119,15.119,2438,15.114,0,0,395,2000,0,0,74.6,2260,11420,420,15.114,1.1,-1.1,L,0,0,0,0
MC8000002709,75,2200,11000,0,395,2000,2438,94.268,94.27,94.27,0,0,A1,C,M,1,2438,2438,15.119,15.119,15.119,395,2000,2438,2438,2438,15.114,15.119,15.119,2438,15.114,0,0,395,2000,0,0,74.6,2260,11420,420,15.114,1.1,-1.1,L,0,0,0,0
MC8000002710,75,2200,11000,0,395,2000,2438,94.268,94.27,94.27,0,0,A1,C,M,1,2438,2438,15.119,15.119,15.119,395,2000,2438,2438,2438,15.114,15.119,15.119,2438,15.114,0,0,395,2000,0,0,74.6,2260,11420,420,15.114,1.1,-1.1,L,0,0,0,0
MC8000002731,60,2400,11000,1,395,2000,2150,94.445,93.257,93.257,0,0,A1,J,M,1,2150,2150,13.333,13.333,13.333,395,2000,2150,2150,2150,13.333,13.333,13.333,2123,13.165,1,2150,395,2000,0,0,59.7,2460,11420,420,13.166,0.9,-0.9,L,0,0,0,0
MC8000002732,60,2400,11000,1,395,2000,2150,94.445,93.257,93.257,0,0,A1,J,M,1,2150,2150,13.333,13.333,13.333,395,2000,2150,2150,2150,13.333,13.333,13.333,2123,13.165,1,2150,395,2000,0,0,59.7,2460,11420,420,13.166,0.9,-0.9,L,0,0,0,0
MC8000002749,95,2600,10300,0,395,2000,3413,94.362,94.363,94.363,0,0,A1,C,M,1,3413,3413,21.166,21.166,21.166,395,2000,3413,3413,3413,21.164,21.166,21.166,3413,21.164,0,0,395,2000,0,0,94.55,2660,10720,420,21.164,1.3,-1.3,L,0,0,0,0
MC8000002750,95,2600,10300,0,395,2000,3413,94.362,94.363,94.363,0,0,A1,C,M,1,3413,3413,21.166,21.166,21.166,395,2000,3413,3413,3413,21.164,21.166,21.166,3413,21.164,0,0,395,2000,0,0,94.55,2660,10720,420,21.164,1.3,-1.3,L,0,0,0,0
MC8000002751,95,2600,10300,0,395,2000,3413,94.362,94.363,94.363,0,0,A1,C,M,1,3413,3413,21.166,21.166,21.166,395,2000,3413,3413,3413,21.164,21.166,21.166,3413,21.164,0,0,395,2000,0,0,94.55,2660,10720,420,21.164,1.3,-1.3,L,0,0,0,0
MC8000002757,120,2200,10900,0,395,2000,3870,94.126,94.125,94.125,0,0,A1,C,M,1,3870,3870,24,24,24,395,2000,3870,3870,3870,23.999,24,24,3870,23.999,0,0,395,2000,0,0,119.5,2260,11320,420,23.999,1.4,-1.4,L,0,0,0,0
MC8000002758,120,2200,10900,0,395,2000,3870,94.126,94.125,94.125,0,0,A1,C,M,1,3870,3870,24,24,24,395,2000,3870,3870,3870,23.999,24,24,3870,23.999,0,0,395,2000,0,0,119.5,2260,11320,420,23.999,1.4,-1.4,L,0,0,0,0
MC8000002767,120,2200,10900,0,395,2000,3870,94.126,94.125,94.125,0,0,A1,C,M,1,3870,3870,24,24,24,395,2000,3870,3870,3870,23.999,24,24,3870,23.999,0,0,395,2000,0,0,119.5,2260,11320,420,23.999,1.4,-1.4,L,0,0,0,0
MC8000002770,110,2200,10248,0,395,2000,3342,93.94,93.939,93.939,0,0,A1,C,M,1,3342,3342,20.725,20.725,20.725,395,2000,3342,3342,3342,20.724,20.725,20.725,3342,20.724,0,0,395,2000,0,0,109.5,2260,10668,420,20.724,1.4,-1.4,L,0,0,0,0
MC8000002833,100,2600,10500,0,395,2000,3661,94.41,94.41,94.41,0,0,A1,C,M,1,3661,3661,22.704,22.704,22.704,395,2000,3661,3661,3661,22.7,22.704,22.704,3661,22.7,0,0,395,2000,0,0,99.55,2660,10920,420,22.699,1.3,-1.3,L,0,0,0,0
MC8000002834,100,2600,10500,0,395,2000,3661,94.41,94.41,94.41,0,0,A1,C,M,1,3661,3661,22.704,22.704,22.704,395,2000,3661,3661,3661,22.7,22.704,22.704,3661,22.7,0,0,395,2000,0,0,99.55,2660,10920,420,22.699,1.3,-1.3,L,0,0,0,0
MC8000002835,100,2600,10500,0,395,2000,3661,94.41,94.41,94.41,0,0,A1,C,M,1,3661,3661,22.704,22.704,22.704,395,2000,3661,3661,3661,22.7,22.704,22.704,3661,22.7,0,0,395,2000,0,0,99.55,2660,10920,420,22.699,1.3,-1.3,L,0,0,0,0
MC8000002836,100,2600,10500,0,395,2000,3661,94.41,94.41,94.41,0,0,A1,C,M,1,3661,3661,22.704,22.704,22.704,395,2000,3661,3661,3661,22.7,22.704,22.704,3661,22.7,0,0,395,2000,0,0,99.55,2660,10920,420,22.699,1.3,-1.3,L,0,0,0,0
MC8000002837,100,2600,10500,0,395,2000,3661,94.41,94.41,94.41,0,0,A1,C,M,1,3661,3661,22.704,22.704,22.704,395,2000,3661,3661,3661,22.7,22.704,22.704,3661,22.7,0,0,395,2000,0,0,99.55,2660,10920,420,22.699,1.3,-1.3,L,0,0,0,0
MC8000002858,95,2600,10500,0,395,2000,3477,94.432,94.434,94.434,0,0,A1,C,M,1,3477,3477,21.563,21.563,21.563,395,2000,3477,3477,3477,21.559,21.563,21.563,3477,21.559,0,0,395,2000,0,0,94.55,2660,10920,420,21.559,1.3,-1.3,L,0,0,0,0
MC8000002859,95,2600,10500,0,395,2000,3477,94.432,94.434,94.434,0,0,A1,C,M,1,3477,3477,21.563,21.563,21.563,395,2000,3477,3477,3477,21.559,21.563,21.563,3477,21.559,0,0,395,2000,0,0,94.55,2660,10920,420,21.559,1.3,-1.3,L,0,0,0,0
MC8000002860,95,2600,10500,0,395,2000,3477,94.432,94.434,94.434,0,0,A1,C,M,1,3477,3477,21.563,21.563,21.563,395,2000,3477,3477,3477,21.559,21.563,21.563,3477,21.559,0,0,395,2000,0,0,94.55,2660,10920,420,21.559,1.3,-1.3,L,0,0,0,0
MC8000002861,95,2600,10500,0,395,2000,3477,94.432,94.434,94.434,0,0,A1,C,M,1,3477,3477,21.563,21.563,21.563,395,2000,3477,3477,3477,21.559,21.563,21.563,3477,21.559,0,0,395,2000,0,0,94.55,2660,10920,420,21.559,1.3,-1.3,L,0,0,0,0
MC8000002862,95,2600,10500,0,395,2000,3477,94.432,94.434,94.434,0,0,A1,C,M,1,3477,3477,21.563,21.563,21.563,395,2000,3477,3477,3477,21.559,21.563,21.563,3477,21.559,0,0,395,2000,0,0,94.55,2660,10920,420,21.559,1.3,-1.3,L,0,0,0,0
MC8000002868,90,2600,10642,0,395,2000,3336,94.506,94.508,94.508,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.684,20.688,20.688,3336,20.684,0,0,395,2000,0,0,89.55,2660,11062,420,20.685,1.3,-1.3,L,0,0,0,0
MC8000002869,90,2600,10642,0,395,2000,3336,94.506,94.508,94.508,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.684,20.688,20.688,3336,20.684,0,0,395,2000,0,0,89.55,2660,11062,420,20.685,1.3,-1.3,L,0,0,0,0
MC8000002870,90,2600,10642,0,395,2000,3336,94.506,94.508,94.508,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.684,20.688,20.688,3336,20.684,0,0,395,2000,0,0,89.55,2660,11062,420,20.685,1.3,-1.3,L,0,0,0,0
MC8000002871,90,2600,10642,0,395,2000,3336,94.506,94.508,94.508,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.684,20.688,20.688,3336,20.684,0,0,395,2000,0,0,89.55,2660,11062,420,20.685,1.3,-1.3,L,0,0,0,0
MC8000002872,90,2600,10642,0,395,2000,3336,94.506,94.508,94.508,0,0,A1,C,M,1,3336,3336,20.688,20.688,20.688,395,2000,3336,3336,3336,20.684,20.688,20.688,3336,20.684,0,0,395,2000,0,0,89.55,2660,11062,420,20.685,1.3,-1.3,L,0,0,0,0
MC8000002873,90,2200,10500,0,395,2000,2800,94.019,94.02,94.02,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.358,17.364,17.364,2800,17.358,0,0,395,2000,0,0,89.6,2260,10920,420,17.358,1.1,-1.1,L,0,0,0,0
MC8000002874,90,2200,10500,0,395,2000,2800,94.019,94.02,94.02,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.358,17.364,17.364,2800,17.358,0,0,395,2000,0,0,89.6,2260,10920,420,17.358,1.1,-1.1,L,0,0,0,0
MC8000002875,90,2200,10500,0,395,2000,2800,94.019,94.02,94.02,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.358,17.364,17.364,2800,17.358,0,0,395,2000,0,0,89.6,2260,10920,420,17.358,1.1,-1.1,L,0,0,0,0
MC8000002876,90,2200,10500,0,395,2000,2800,94.019,94.02,94.02,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.358,17.364,17.364,2800,17.358,0,0,395,2000,0,0,89.6,2260,10920,420,17.358,1.1,-1.1,L,0,0,0,0
MC8000002877,90,2200,10500,0,395,2000,2800,94.019,94.02,94.02,0,0,A1,C,M,1,2800,2800,17.364,17.364,17.364,395,2000,2800,2800,2800,17.358,17.364,17.364,2800,17.358,0,0,395,2000,0,0,89.6,2260,10920,420,17.358,1.1,-1.1,L,0,0,0,0
MC8000002883,85,2200,10610,0,395,2000,2670,94.081,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,0,395,2000,0,0,84.6,2260,11030,420,16.555,1.1,-1.1,L,0,0,0,0
MC8000002884,85,2200,10610,0,395,2000,2670,94.081,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,0,395,2000,0,0,84.6,2260,11030,420,16.555,1.1,-1.1,L,0,0,0,0
MC8000002885,85,2200,10610,0,395,2000,2670,94.081,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,0,395,2000,0,0,84.6,2260,11030,420,16.555,1.1,-1.1,L,0,0,0,0
MC8000002886,85,2200,10610,0,395,2000,2670,94.081,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,0,395,2000,0,0,84.6,2260,11030,420,16.555,1.1,-1.1,L,0,0,0,0
MC8000002887,85,2200,10610,0,395,2000,2670,94.081,94.08,94.08,0,0,A1,C,M,1,2670,2670,16.558,16.558,16.558,395,2000,2670,2670,2670,16.555,16.558,16.558,2670,16.555,0,0,395,2000,0,0,84.6,2260,11030,420,16.555,1.1,-1.1,L,0,0,0,0
MC8000002892,80,2600,10400,0,395,2000,2899,94.482,94.481,94.481,0,0,A1,C,M,1,2899,2899,17.978,17.978,17.978,395,2000,2899,2899,2899,17.973,17.978,17.978,2899,17.973,0,0,395,2000,0,0,79.55,2660,10820,420,17.973,1.3,-1.3,L,0,0,0,0
MC8000002893,80,2600,10400,0,395,2000,2899,94.482,94.481,94.481,0,0,A1,C,M,1,2899,2899,17.978,17.978,17.978,395,2000,2899,2899,2899,17.973,17.978,17.978,2899,17.973,0,0,395,2000,0,0,79.55,2660,10820,420,17.973,1.3,-1.3,L,0,0,0,0
MC8000002894,80,2600,10400,0,395,2000,2899,94.482,94.481,94.481,0,0,A1,C,M,1,2899,2899,17.978,17.978,17.978,395,2000,2899,2899,2899,17.973,17.978,17.978,2899,17.973,0,0,395,2000,0,0,79.55,2660,10820,420,17.973,1.3,-1.3,L,0,0,0,0
MC8000002895,80,2600,10400,0,395,2000,2899,94.482,94.481,94.481,0,0,A1,C,M,1,2899,2899,17.978,17.978,17.978,395,2000,2899,2899,2899,17.973,17.978,17.978,2899,17.973,0,0,395,2000,0,0,79.55,2660,10820,420,17.973,1.3,-1.3,L,0,0,0,0
MC8000002896,80,2600,10400,0,395,2000,2899,94.482,94.481,94.481,0,0,A1,C,M,1,2899,2899,17.978,17.978,17.978,395,2000,2899,2899,2899,17.973,17.978,17.978,2899,17.973,0,0,395,2000,0,0,79.55,2660,10820,420,17.973,1.3,-1.3,L,0,0,0,0
MC8000002897,80,2600,10400,0,395,2000,2899,94.482,94.481,94.481,0,0,A1,C,M,1,2899,2899,17.978,17.978,17.978,395,2000,2899,2899,2899,17.973,17.978,17.978,2899,17.973,0,0,395,2000,0,0,79.55,2660,10820,420,17.973,1.3,-1.3,L,0,0,0,0
MC8000002900,80,2600,11000,0,395,2000,3059,94.682,94.681,94.681,0,0,A1,C,M,1,3059,3059,18.97,18.97,18.97,395,2000,3059,3059,3059,18.97,18.97,18.97,3059,18.97,0,0,395,2000,0,0,79.55,2660,11420,420,18.97,1.3,-1.3,L,0,0,0,0
MC8000002904,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002905,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002906,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002907,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002908,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002909,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002910,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002911,80,2200,10568,0,395,2000,2503,94.095,94.097,94.097,0,0,A1,C,M,1,2503,2503,15.522,15.522,15.522,395,2000,2503,2503,2503,15.517,15.522,15.522,2503,15.517,0,0,395,2000,0,0,79.6,2260,10988,420,15.517,1.1,-1.1,L,0,0,0,0
MC8000002945,65,2600,10700,0,395,2000,2417,94.708,94.709,94.709,0,0,A1,C,M,1,2417,2417,14.989,14.989,14.989,395,2000,2417,2417,2417,14.988,14.989,14.989,2417,14.988,0,0,395,2000,0,0,64.55,2660,11120,420,14.988,1.3,-1.3,L,0,0,0,0
MC8000002946,65,2600,10700,0,395,2000,2417,94.708,94.709,94.709,0,0,A1,C,M,1,2417,2417,14.989,14.989,14.989,395,2000,2417,2417,2417,14.988,14.989,14.989,2417,14.988,0,0,395,2000,0,0,64.55,2660,11120,420,14.988,1.3,-1.3,L,0,0,0,0
MC8000002947,65,2600,10700,0,395,2000,2417,94.708,94.709,94.709,0,0,A1,C,M,1,2417,2417,14.989,14.989,14.989,395,2000,2417,2417,2417,14.988,14.989,14.989,2417,14.988,0,0,395,2000,0,0,64.55,2660,11120,420,14.988,1.3,-1.3,L,0,0,0,0
MC8000002948,65,2600,10700,0,395,2000,2417,94.708,94.709,94.709,0,0,A1,C,M,1,2417,2417,14.989,14.989,14.989,395,2000,2417,2417,2417,14.988,14.989,14.989,2417,14.988,0,0,395,2000,0,0,64.55,2660,11120,420,14.988,1.3,-1.3,L,0,0,0,0
MC8000002949,65,2600,10700,0,395,2000,2417,94.708,94.709,94.709,0,0,A1,C,M,1,2417,2417,14.989,14.989,14.989,395,2000,2417,2417,2417,14.988,14.989,14.989,2417,14.988,0,0,395,2000,0,0,64.55,2660,11120,420,14.988,1.3,-1.3,L,0,0,0,0
MC8000002950,65,2600,10700,0,395,2000,2417,94.708,94.709,94.709,0,0,A1,C,M,1,2417,2417,14.989,14.989,14.989,395,2000,2417,2417,2417,14.988,14.989,14.989,2417,14.988,0,0,395,2000,0,0,64.55,2660,11120,420,14.988,1.3,-1.3,L,0,0,0,0
MC8000002951,65,2600,10700,0,395,2000,2417,94.708,94.709,94.709,0,0,A1,C,M,1,2417,2417,14.989,14.989,14.989,395,2000,2417,2417,2417,14.988,14.989,14.989,2417,14.988,0,0,395,2000,0,0,64.55,2660,11120,420,14.988,1.3,-1.3,L,0,0,0,0
MC8000003060,110,2200,10248,0,395,2000,3342,93.94,93.939,93.939,0,0,A1,C,M,1,3342,3342,20.725,20.725,20.725,395,2000,3342,3342,3342,20.724,20.725,20.725,3342,20.724,0,0,395,2000,0,0,109.5,2260,10668,420,20.724,1.4,-1.4,L,0,0,0,0
MC8000003140,80,2600,10700,0,395,2000,2979,94.585,94.586,94.586,0,0,A1,C,M,1,2979,2979,18.474,18.474,18.474,395,2000,2979,2979,2979,18.471,18.474,18.474,2979,18.471,0,0,395,2000,0,0,79.55,2660,11120,420,18.471,1.3,-1.3,L,0,0,0,0
MC8000003141,80,2600,10700,0,395,2000,2979,94.585,94.586,94.586,0,0,A1,C,M,1,2979,2979,18.474,18.474,18.474,395,2000,2979,2979,2979,18.471,18.474,18.474,2979,18.471,0,0,395,2000,0,0,79.55,2660,11120,420,18.471,1.3,-1.3,L,0,0,0,0
MC8000003142,80,2600,10700,0,395,2000,2979,94.585,94.586,94.586,0,0,A1,C,M,1,2979,2979,18.474,18.474,18.474,395,2000,2979,2979,2979,18.471,18.474,18.474,2979,18.471,0,0,395,2000,0,0,79.55,2660,11120,420,18.471,1.3,-1.3,L,0,0,0,0
MC8000003143,80,2600,10700,0,395,2000,2979,94.585,94.586,94.586,0,0,A1,C,M,1,2979,2979,18.474,18.474,18.474,395,2000,2979,2979,2979,18.471,18.474,18.474,2979,18.471,0,0,395,2000,0,0,79.55,2660,11120,420,18.471,1.3,-1.3,L,0,0,0,0
MC8000003144,80,2600,10700,0,395,2000,2979,94.585,94.586,94.586,0,0,A1,C,M,1,2979,2979,18.474,18.474,18.474,395,2000,2979,2979,2979,18.471,18.474,18.474,2979,18.471,0,0,395,2000,0,0,79.55,2660,11120,420,18.471,1.3,-1.3,L,0,0,0,0
MC8000003145,80,2600,10700,0,395,2000,2979,94.585,94.586,94.586,0,0,A1,C,M,1,2979,2979,18.474,18.474,18.474,395,2000,2979,2979,2979,18.471,18.474,18.474,2979,18.471,0,0,395,2000,0,0,79.55,2660,11120,420,18.471,1.3,-1.3,L,0,0,0,0
MC8000003189,75,2600,10800,0,395,2000,2817,94.653,94.652,94.652,0,0,A1,C,M,1,2817,2817,17.47,17.47,17.47,395,2000,2817,2817,2817,17.466,17.47,17.47,2817,17.466,0,0,395,2000,0,0,74.55,2660,11220,420,17.466,1.3,-1.3,L,0,0,0,0
MC8000003190,75,2600,10800,0,395,2000,2817,94.653,94.652,94.652,0,0,A1,C,M,1,2817,2817,17.47,17.47,17.47,395,2000,2817,2817,2817,17.466,17.47,17.47,2817,17.466,0,0,395,2000,0,0,74.55,2660,11220,420,17.466,1.3,-1.3,L,0,0,0,0
MC8000003191,75,2600,10800,0,395,2000,2817,94.653,94.652,94.652,0,0,A1,C,M,1,2817,2817,17.47,17.47,17.47,395,2000,2817,2817,2817,17.466,17.47,17.47,2817,17.466,0,0,395,2000,0,0,74.55,2660,11220,420,17.466,1.3,-1.3,L,0,0,0,0
MC8000003216,100,2600,10200,0,395,2000,3560,94.303,94.302,94.302,0,0,A1,C,M,1,3560,3560,22.077,22.077,22.077,395,2000,3560,3560,3560,22.076,22.077,22.077,3560,22.076,0,0,395,2000,0,0,99.55,2660,10620,420,22.076,1.3,-1.3,L,0,0,0,0
MC8000003217,100,2600,10200,0,395,2000,3560,94.303,94.302,94.302,0,0,A1,C,M,1,3560,3560,22.077,22.077,22.077,395,2000,3560,3560,3560,22.076,22.077,22.077,3560,22.076,0,0,395,2000,0,0,99.55,2660,10620,420,22.076,1.3,-1.3,L,0,0,0,0
MC8000003218,100,2600,10200,0,395,2000,3560,94.303,94.302,94.302,0,0,A1,C,M,1,3560,3560,22.077,22.077,22.077,395,2000,3560,3560,3560,22.076,22.077,22.077,3560,22.076,0,0,395,2000,0,0,99.55,2660,10620,420,22.076,1.3,-1.3,L,0,0,0,0
MC8000003219,100,2600,10200,0,395,2000,3560,94.303,94.302,94.302,0,0,A1,C,M,1,3560,3560,22.077,22.077,22.077,395,2000,3560,3560,3560,22.076,22.077,22.077,3560,22.076,0,0,395,2000,0,0,99.55,2660,10620,420,22.076,1.3,-1.3,L,0,0,0,0
MC8000003220,100,2600,10200,0,395,2000,3560,94.303,94.302,94.302,0,0,A1,C,M,1,3560,3560,22.077,22.077,22.077,395,2000,3560,3560,3560,22.076,22.077,22.077,3560,22.076,0,0,395,2000,0,0,99.55,2660,10620,420,22.076,1.3,-1.3,L,0,0,0,0
MC8000003256,90,2600,10800,0,395,2000,3384,94.558,94.557,94.557,0,0,A1,J,M,1,3384,3384,20.986,20.986,20.986,395,2000,3384,3384,3384,20.981,20.986,20.986,3384,20.981,0,0,395,2000,0,0,89.55,2660,11220,420,20.98,1.3,-1.3,L,0,0,0,0
MC8000003257,90,2600,10800,0,395,2000,3384,94.558,94.557,94.557,0,0,A1,J,M,1,3384,3384,20.986,20.986,20.986,395,2000,3384,3384,3384,20.981,20.986,20.986,3384,20.981,0,0,395,2000,0,0,89.55,2660,11220,420,20.98,1.3,-1.3,L,0,0,0,0
MC8000003258,90,2600,10800,0,395,2000,3384,94.558,94.557,94.557,0,0,A1,J,M,1,3384,3384,20.986,20.986,20.986,395,2000,3384,3384,3384,20.981,20.986,20.986,3384,20.981,0,0,395,2000,0,0,89.55,2660,11220,420,20.98,1.3,-1.3,L,0,0,0,0
MC8000003259,90,2600,10800,0,395,2000,3384,94.558,94.557,94.557,0,0,A1,J,M,1,3384,3384,20.986,20.986,20.986,395,2000,3384,3384,3384,20.981,20.986,20.986,3384,20.981,0,0,395,2000,0,0,89.55,2660,11220,420,20.98,1.3,-1.3,L,0,0,0,0
MC8000003260,90,2600,10800,0,395,2000,3384,94.558,94.557,94.557,0,0,A1,J,M,1,3384,3384,20.986,20.986,20.986,395,2000,3384,3384,3384,20.981,20.986,20.986,3384,20.981,0,0,395,2000,0,0,89.55,2660,11220,420,20.98,1.3,-1.3,L,0,0,0,0
MC8000003261,90,2600,10800,0,395,2000,3384,94.558,94.557,94.557,0,0,A1,J,M,1,3384,3384,20.986,20.986,20.986,395,2000,3384,3384,3384,20.981,20.986,20.986,3384,20.981,0,0,395,2000,0,0,89.55,2660,11220,420,20.98,1.3,-1.3,L,0,0,0,0
