,,,corect_length,,,,,,,,,,,,,i_length_slot,,,,,,,,,,,,,,,,,,,,,,,,roll_length,len_crop,,,,,hcrop,tcrop,d_cut_width_i,
MC8000001239,60,2200,10568,0,247,1800,3335,94.095,94.097,94.097,0,0,A1,C,M,1,3335,3335,11.64,11.64,11.64,247,1800,3335,3335,3335,11.638,11.64,11.64,3335,11.638,0,0,247,1800,0,0,59.7,2260,10988,420,11.638,0.9,-0.9,L,0,0,0,0
MC8000001240,60,2200,10568,0,247,1800,3335,94.095,94.097,94.097,0,0,A1,C,M,1,3335,3335,11.64,11.64,11.64,247,1800,3335,3335,3335,11.638,11.64,11.64,3335,11.638,0,0,247,1800,0,0,59.7,2260,10988,420,11.638,0.9,-0.9,L,0,0,0,0
MC8000001246,65,2200,10504,0,247,1800,3588,94.182,94.185,94.185,0,0,A1,C,M,1,3588,3588,12.523,12.523,12.523,247,1800,3588,3588,3588,12.519,12.523,12.523,3588,12.519,0,0,247,1800,0,0,64.6,2260,10924,420,12.52,1.1,-1.1,L,0,0,0,0
MC8000001247,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001248,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001249,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001250,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001251,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001252,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001253,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001254,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001255,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001256,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001257,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001258,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001259,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001260,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001261,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001262,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001263,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001264,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001265,70,2200,10595,0,247,1800,3898,94.172,94.17,94.17,0,0,A1,C,M,1,3898,3898,13.604,13.604,13.604,247,1800,3898,3898,3898,13.601,13.604,13.604,3898,13.601,0,0,247,1800,0,0,69.6,2260,11015,420,13.601,1.1,-1.1,L,0,0,0,0
MC8000001266,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001267,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001268,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001269,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001270,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001271,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001272,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001273,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001274,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001275,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001276,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001277,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001278,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001279,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001280,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001281,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001282,70,2200,10187,0,247,1800,3753,94.028,94.029,94.029,0,0,A1,C,M,1,3753,3753,13.098,13.098,13.098,247,1800,3753,3753,3753,13.097,13.098,13.098,3753,13.097,0,0,247,1800,0,0,69.6,2260,10607,420,13.097,1.1,-1.1,L,0,0,0,0
MC8000001283,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001284,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001285,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001286,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001287,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001288,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001289,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001290,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001291,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001292,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001293,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001294,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001295,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001296,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001297,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001298,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001299,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001300,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001301,70,2200,10391,0,247,1800,3825,94.101,94.104,94.104,0,0,A1,C,M,1,3825,3825,13.35,13.35,13.35,247,1800,3825,3825,3825,13.349,13.35,13.35,3825,13.349,0,0,247,1800,0,0,69.6,2260,10811,420,13.349,1.1,-1.1,L,0,0,0,0
MC8000001302,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001303,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001304,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001305,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001306,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001307,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001308,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001309,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001310,70,2200,10035,0,247,1800,3699,93.972,93.973,93.973,0,0,A1,C,M,1,3699,3699,12.91,12.91,12.91,247,1800,3699,3699,3699,12.909,12.91,12.91,3699,12.909,0,0,247,1800,0,0,69.6,2260,10455,420,12.91,1.1,-1.1,L,0,0,0,0
MC8000001431,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001432,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001433,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001434,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001435,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001436,55,2200,10064,0,247,1800,2916,93.958,93.955,93.955,0,0,A1,C,M,1,2916,2916,10.177,10.177,10.177,247,1800,2916,2916,2916,10.174,10.177,10.177,2916,10.174,0,0,247,1800,0,0,54.7,2260,10484,420,10.174,0.9,-0.9,L,0,0,0,0
MC8000001437,55,2200,10064,0,247,1800,2916,93.958,93.955,93.955,0,0,A1,C,M,1,2916,2916,10.177,10.177,10.177,247,1800,2916,2916,2916,10.174,10.177,10.177,2916,10.174,0,0,247,1800,0,0,54.7,2260,10484,420,10.174,0.9,-0.9,L,0,0,0,0
MC8000001439,50,2500,10500,0,247,1800,3125,94.467,94.471,94.471,0,0,A1,C,M,1,3125,3125,10.907,10.907,10.907,247,1800,3125,3125,3125,10.906,10.907,10.907,3125,10.906,0,0,247,1800,0,0,49.7,2560,10920,420,10.907,0.9,-0.9,L,0,0,0,0
MC8000001440,50,2500,10500,0,247,1800,3125,94.467,94.471,94.471,0,0,A1,C,M,1,3125,3125,10.907,10.907,10.907,247,1800,3125,3125,3125,10.906,10.907,10.907,3125,10.906,0,0,247,1800,0,0,49.7,2560,10920,420,10.907,0.9,-0.9,L,0,0,0,0
MC8000001441,50,2500,10500,0,247,1800,3125,94.467,94.471,94.471,0,0,A1,C,M,1,3125,3125,10.907,10.907,10.907,247,1800,3125,3125,3125,10.906,10.907,10.907,3125,10.906,0,0,247,1800,0,0,49.7,2560,10920,420,10.907,0.9,-0.9,L,0,0,0,0
MC8000001442,50,2500,10500,0,247,1800,3125,94.467,94.471,94.471,0,0,A1,C,M,1,3125,3125,10.907,10.907,10.907,247,1800,3125,3125,3125,10.906,10.907,10.907,3125,10.906,0,0,247,1800,0,0,49.7,2560,10920,420,10.907,0.9,-0.9,L,0,0,0,0
MC8000001443,45,2200,10700,0,247,1800,2527,94.297,94.296,94.296,0,0,A1,C,M,1,2527,2527,8.82,8.82,8.82,247,1800,2527,2527,2527,8.819,8.82,8.82,2527,8.819,0,0,247,1800,0,0,44.7,2260,11120,420,8.818,0.9,-0.9,L,0,0,0,0
MC8000001444,45,2200,10700,0,247,1800,2527,94.297,94.296,94.296,0,0,A1,C,M,1,2527,2527,8.82,8.82,8.82,247,1800,2527,2527,2527,8.819,8.82,8.82,2527,8.819,0,0,247,1800,0,0,44.7,2260,11120,420,8.818,0.9,-0.9,L,0,0,0,0
MC8000001447,40,2500,11000,0,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,420,9.122,0.8,-0.8,L,0,0,0,0
MC8000001448,40,2500,11000,0,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,420,9.122,0.8,-0.8,L,0,0,0,0
MC8000001449,40,2500,11000,0,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,420,9.122,0.8,-0.8,L,0,0,0,0
MC8000001450,40,2500,11000,0,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,420,9.122,0.8,-0.8,L,0,0,0,0
MC8000001451,40,2500,11000,0,247,1800,2614,94.656,94.651,94.651,0,0,A1,C,M,1,2614,2614,9.123,9.123,9.123,247,1800,2614,2614,2614,9.123,9.123,9.123,2614,9.123,0,0,247,1800,0,0,39.75,2560,11420,420,9.122,0.8,-0.8,L,0,0,0,0
MC8000001515,32,2780,10900,1,247,1800,2340,94.482,93.204,93.204,0,0,A1,J,M,1,2340,2340,8.167,8.167,8.167,247,1800,2340,2340,2340,8.167,8.167,8.167,2309,8.057,1,2340,247,1800,0,0,31.7,2860,11320,420,8.056,1,-1,L,0,0,0,0
MC8000001520,50,2430,10200,1,247,1800,3000,94.297,92.923,92.923,0,0,A1,C,M,1,3000,3000,10.47,10.47,10.47,247,1800,3000,3000,3000,10.47,10.47,10.47,2957,10.317,1,3000,247,1800,0,0,49.7,2490,10620,420,10.317,0.9,-0.9,L,0,0,0,0
MC8000001593,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001594,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001595,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001596,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001597,55,2200,10248,0,247,1800,2967,94.026,94.03,94.03,0,0,A1,C,M,1,2967,2967,10.355,10.355,10.355,247,1800,2967,2967,2967,10.352,10.355,10.355,2967,10.352,0,0,247,1800,0,0,54.7,2260,10668,420,10.353,0.9,-0.9,L,0,0,0,0
MC8000001630,60,2500,10366,0,247,1800,3708,94.325,94.328,94.328,0,0,A1,C,M,1,3708,3708,12.941,12.941,12.941,247,1800,3708,3708,3708,12.94,12.941,12.941,3708,12.94,0,0,247,1800,0,0,59.7,2560,10786,420,12.94,0.9,-0.9,L,0,0,0,0
